sysTime name age sex trialN audioCnd gbrDir gbrPresTime gbrRT gbrACC 
1346855389 E106 21 1 0 0 right 32 -1 -1 
1346856395 E106 21 1 0 0 right 32 -1 -1 
1346857372 E106 21 1 0 0 right 32 925 1 
1346862284 E106 21 1 0 0 right 32 925 1 
1346865284 E106 21 1 0 0 right 32 925 1 
1346865291 E106 21 1 1 0 right 16 -1 -1 
1346866303 E106 21 1 1 0 right 16 -1 -1 
1346867605 E106 21 1 1 0 right 16 1267 0 
1346872008 E106 21 1 1 0 right 16 1267 0 
1346875008 E106 21 1 1 0 right 16 1267 0 
1346875015 E106 21 1 2 0 left 32 -1 -1 
1346876027 E106 21 1 2 0 left 32 -1 -1 
1346877212 E106 21 1 2 0 left 32 1133 1 
1346880982 E106 21 1 2 0 left 32 1133 1 
1346883982 E106 21 1 2 0 left 32 1133 1 
1346883989 E106 21 1 3 0 left 64 -1 -1 
1346885000 E106 21 1 3 0 left 64 -1 -1 
1346885860 E106 21 1 3 0 left 64 775 1 
1346890372 E106 21 1 3 0 left 64 775 1 
1346893372 E106 21 1 3 0 left 64 775 1 
1346893379 E106 21 1 4 0 right 48 -1 -1 
1346894390 E106 21 1 4 0 right 48 -1 -1 
1346895229 E106 21 1 4 0 right 48 770 1 
1346899145 E106 21 1 4 0 right 48 770 1 
1346902145 E106 21 1 4 0 right 48 770 1 
1346902152 E106 21 1 5 0 left 48 -1 -1 
1346903164 E106 21 1 5 0 left 48 -1 -1 
1346904036 E106 21 1 5 0 left 48 804 1 
1346908085 E106 21 1 5 0 left 48 804 1 
1346911085 E106 21 1 5 0 left 48 804 1 
1346911092 E106 21 1 6 0 left 32 -1 -1 
1346912104 E106 21 1 6 0 left 32 -1 -1 
1346913331 E106 21 1 6 0 left 32 1176 0 
1346917059 E106 21 1 6 0 left 32 1176 0 
1346920059 E106 21 1 6 0 left 32 1176 0 
1346920066 E106 21 1 7 0 right 32 -1 -1 
1346921077 E106 21 1 7 0 right 32 -1 -1 
1346922300 E106 21 1 7 0 right 32 1171 0 
1346928067 E106 21 1 7 0 right 32 1171 0 
1346931067 E106 21 1 7 0 right 32 1171 0 
1346931074 E106 21 1 8 0 right 32 -1 -1 
1346932085 E106 21 1 8 0 right 32 -1 -1 
1346933052 E106 21 1 8 0 right 32 915 0 
1346938191 E106 21 1 8 0 right 32 915 0 
1346941191 E106 21 1 8 0 right 32 915 0 
1346941198 E106 21 1 9 0 right 64 -1 -1 
1346942209 E106 21 1 9 0 right 64 -1 -1 
1346943331 E106 21 1 9 0 right 64 1036 1 
1346949216 E106 21 1 9 0 right 64 1036 1 
1346952216 E106 21 1 9 0 right 64 1036 1 
1346952222 E106 21 1 10 0 left 48 -1 -1 
1346953234 E106 21 1 10 0 left 48 -1 -1 
1346953971 E106 21 1 10 0 left 48 668 1 
1346958923 E106 21 1 10 0 left 48 668 1 
1346961923 E106 21 1 10 0 left 48 668 1 
1346961930 E106 21 1 11 0 left 48 -1 -1 
1346962942 E106 21 1 11 0 left 48 -1 -1 
1346963739 E106 21 1 11 0 left 48 729 0 
1346968164 E106 21 1 11 0 left 48 729 0 
1346971164 E106 21 1 11 0 left 48 729 0 
1346971171 E106 21 1 12 0 right 64 -1 -1 
1346972182 E106 21 1 12 0 right 64 -1 -1 
1346972772 E106 21 1 12 0 right 64 505 0 
1346977154 E106 21 1 12 0 right 64 505 0 
1346980154 E106 21 1 12 0 right 64 505 0 
1346980161 E106 21 1 13 0 right 48 -1 -1 
1346981172 E106 21 1 13 0 right 48 -1 -1 
1346982459 E106 21 1 13 0 right 48 1219 0 
1346986644 E106 21 1 13 0 right 48 1219 0 
1346989644 E106 21 1 13 0 right 48 1219 0 
1346989651 E106 21 1 14 0 right 48 -1 -1 
1346990662 E106 21 1 14 0 right 48 -1 -1 
1346991444 E106 21 1 14 0 right 48 713 1 
1346995184 E106 21 1 14 0 right 48 713 1 
1346998184 E106 21 1 14 0 right 48 713 1 
1346998191 E106 21 1 15 0 right 48 -1 -1 
1346999202 E106 21 1 15 0 right 48 -1 -1 
1346999940 E106 21 1 15 0 right 48 670 1 
1347004107 E106 21 1 15 0 right 48 670 1 
1347007107 E106 21 1 15 0 right 48 670 1 
1347007113 E106 21 1 16 0 right 32 -1 -1 
1347008125 E106 21 1 16 0 right 32 -1 -1 
1347008748 E106 21 1 16 0 right 32 571 1 
1347013180 E106 21 1 16 0 right 32 571 1 
1347016180 E106 21 1 16 0 right 32 571 1 
1347016187 E106 21 1 17 0 left 32 -1 -1 
1347017199 E106 21 1 17 0 left 32 -1 -1 
1347017867 E106 21 1 17 0 left 32 616 1 
1347021970 E106 21 1 17 0 left 32 616 1 
1347024970 E106 21 1 17 0 left 32 616 1 
1347024977 E106 21 1 18 0 left 16 -1 -1 
1347025989 E106 21 1 18 0 left 16 -1 -1 
1347027683 E106 21 1 18 0 left 16 1659 1 
1347031444 E106 21 1 18 0 left 16 1659 1 
